graph_id,experiment,n_ablated,ablated_features,sae_recon_mse,sae_ablation_mse,latent_change_mean,n_affected_nodes,total_nodes,gnn_fidelity_mse,gnn_causal_mse
2218,latent512_k16_ablate_z496,1,z496,2.828806522359173e-08,0.0,0.0,0,10,1.979310881861096e-10,0.0
105,latent512_k16_ablate_z496,1,z496,9.406580403492626e-08,0.0,0.0,0,10,4.4596903947535793e-10,0.0
962,latent512_k16_ablate_z496,1,z496,1.0155441998449533e-07,3.433106599004532e-08,1.2395979638313293e-06,1,10,1.447416353439479e-10,0.0
3057,latent512_k16_ablate_z496,1,z496,1.4503197576232196e-07,2.8481045077910494e-08,1.1290554766674177e-06,1,10,1.2458800213721588e-08,1.930388737747535e-09
2937,latent512_k16_ablate_z496,1,z496,2.8030404664036723e-08,0.0,0.0,0,10,1.6151054105240092e-10,0.0
1058,latent512_k16_ablate_z496,1,z496,1.8013550118212152e-07,4.7410285475280034e-08,2.9238142360554775e-06,5,10,7.216127251297166e-09,2.9301971959938555e-09
2236,latent512_k16_ablate_z496,1,z496,4.07872065011361e-08,0.0,0.0,0,10,3.625160727160903e-10,0.0
3067,latent512_k16_ablate_z496,1,z496,2.1004844086291996e-07,2.2778987585070354e-08,1.0097280664922437e-06,1,10,3.0302189646391753e-09,4.2364831087660093e-10
3122,latent512_k16_ablate_z496,1,z496,1.0216630386139514e-07,0.0,0.0,0,10,2.1360362090216967e-10,0.0
2452,latent512_k16_ablate_z496,1,z496,4.3918429781797386e-08,0.0,0.0,0,10,3.298195605516696e-10,0.0
4088,latent512_k16_ablate_z496,1,z496,3.481901558188838e-06,1.6217471454638144e-07,3.7923789477645187e-06,2,10,1.075131422112463e-06,2.0251240684387994e-08
3339,latent512_k16_ablate_z496,1,z496,1.1714341496826819e-07,3.425861194727986e-08,1.238289200955478e-06,1,10,3.163201367506474e-10,0.0
4639,latent512_k16_ablate_z496,1,z496,1.9955073184974026e-06,0.0,0.0,0,10,6.64943343053892e-07,0.0
2706,latent512_k16_ablate_z496,1,z496,3.8047993200507335e-08,0.0,0.0,0,10,2.4303617451870707e-10,0.0
3282,latent512_k16_ablate_z496,1,z496,2.2664576704300998e-07,0.0,0.0,0,10,3.2258895554804212e-09,0.0
1181,latent512_k16_ablate_z496,1,z496,1.201604931111433e-07,3.31628022820496e-08,1.6200059462789795e-06,2,10,1.4637432377284654e-09,2.6565646904508355e-10
4770,latent512_k16_ablate_z496,1,z496,7.97599909674318e-07,2.2555391865353158e-07,6.669081813015509e-06,5,10,1.2969164409071254e-08,2.5036309025949777e-08
4935,latent512_k16_ablate_z496,1,z496,1.42620751830691e-06,3.185415096140787e-07,5.253519248071825e-06,2,10,6.321081968962972e-08,4.4182268510439826e-08
3003,latent512_k16_ablate_z496,1,z496,4.21894554847313e-08,0.0,0.0,0,10,3.842333118342367e-09,0.0
1810,latent512_k16_ablate_z496,1,z496,2.9802407652823604e-07,7.957741132713636e-09,5.968047958049283e-07,1,10,5.290824667270044e-09,5.339998443432137e-10
2290,latent512_k16_ablate_z496,1,z496,3.470990961318421e-08,0.0,0.0,0,10,2.2100428431759411e-10,0.0
2453,latent512_k16_ablate_z496,1,z496,3.9816235641865205e-08,0.0,0.0,0,10,3.757158195671906e-10,0.0
1007,latent512_k16_ablate_z496,1,z496,2.2663273568923614e-07,3.6893354149469815e-08,2.261935605929466e-06,4,10,1.2094616863578267e-08,2.543170340985057e-09
1802,latent512_k16_ablate_z496,1,z496,3.146059270875412e-07,1.1077033690298776e-07,3.5362450034881476e-06,3,10,1.3579397162288842e-08,9.910958276293513e-09
1836,latent512_k16_ablate_z496,1,z496,2.7317304329699255e-07,1.6989206486073272e-08,8.720142545826093e-07,1,10,1.0969117170134268e-08,2.524732367614746e-10
3713,latent512_k16_ablate_z496,1,z496,1.5622340754362085e-07,2.3086396794269604e-08,1.4037884739082074e-06,2,10,8.506901849614223e-10,5.694132942934971e-10
287,latent512_k16_ablate_z496,1,z496,1.0211490319989025e-07,6.318040135511183e-08,2.3761845113767777e-06,2,10,2.3140449278979958e-10,0.0
4652,latent512_k16_ablate_z496,1,z496,6.302862402662868e-06,4.581046653129306e-08,1.4319225556391757e-06,1,10,4.3196251908739214e-07,1.0352732005003418e-08
2715,latent512_k16_ablate_z496,1,z496,4.4800820830914745e-08,0.0,0.0,0,10,3.900405276535679e-10,0.0
2491,latent512_k16_ablate_z496,1,z496,2.873446725004669e-08,0.0,0.0,0,10,1.4371695500337012e-10,0.0
2294,latent512_k16_ablate_z496,1,z496,3.690950123313996e-08,0.0,0.0,0,10,2.4033405821022313e-10,0.0
1901,latent512_k16_ablate_z496,1,z496,2.7332839636073913e-07,7.709442684245005e-08,3.5246332572569372e-06,4,10,1.2824398432087492e-08,3.482085730865947e-09
1081,latent512_k16_ablate_z496,1,z496,2.3384939140669303e-07,1.2432249718585808e-07,3.2099328564072493e-06,2,10,2.208672711390136e-08,1.0718077092519707e-08
294,latent512_k16_ablate_z496,1,z496,1.817497121692213e-07,4.0201296513942e-08,1.3413970236797468e-06,1,10,3.789707159196354e-10,0.0
4979,latent512_k16_ablate_z496,1,z496,5.986026963000768e-07,2.071940130576877e-08,1.5686413235016516e-06,3,10,1.2277611460831395e-07,2.987445624214047e-09
1616,latent512_k16_ablate_z496,1,z496,2.3607542232184642e-07,0.0,0.0,0,10,3.879728982525421e-09,0.0
2189,latent512_k16_ablate_z496,1,z496,3.142339011219519e-08,0.0,0.0,0,10,1.603664701033125e-10,0.0
1524,latent512_k16_ablate_z496,1,z496,2.982772571158421e-07,3.869694786828859e-09,4.1617440160734986e-07,1,10,4.5482313026923293e-08,1.2577494384533039e-12
4524,latent512_k16_ablate_z496,1,z496,3.825894509645877e-06,2.5589490526556347e-09,3.384291744623624e-07,1,10,7.378279747172201e-07,3.186105546060247e-10
886,latent512_k16_ablate_z496,1,z496,1.1809672884055544e-07,0.0,0.0,0,10,1.8148138547502413e-09,0.0
438,latent512_k16_ablate_z496,1,z496,1.4534575143443362e-07,5.1726555483355696e-08,1.5215770190479816e-06,1,10,9.448812843260157e-10,0.0
2817,latent512_k16_ablate_z496,1,z496,4.292249400350556e-08,0.0,0.0,0,10,2.812055588385931e-10,0.0
227,latent512_k16_ablate_z496,1,z496,4.296299778161483e-07,0.0,0.0,0,10,2.2153741063846155e-09,0.0
1549,latent512_k16_ablate_z496,1,z496,1.0229659608285147e-07,3.111808766220747e-08,1.1801676009781659e-06,1,10,3.799084602462699e-09,1.9957377417334499e-10
2421,latent512_k16_ablate_z496,1,z496,3.389371627804394e-08,0.0,0.0,0,10,1.9447057852950422e-10,0.0
3284,latent512_k16_ablate_z496,1,z496,1.293468869789649e-07,1.934804316761074e-08,9.305838943873823e-07,1,10,1.3652389441176638e-08,0.0
1569,latent512_k16_ablate_z496,1,z496,2.5784362378544756e-07,1.8921012667760806e-07,6.078423666622257e-06,5,10,8.011809882191301e-09,7.1430763526336705e-09
2263,latent512_k16_ablate_z496,1,z496,4.705082545797268e-08,0.0,0.0,0,10,4.627362382159106e-10,0.0
3649,latent512_k16_ablate_z496,1,z496,1.0411694262302262e-07,9.5584207215893e-09,6.540793151543767e-07,1,10,1.5144678844336568e-09,4.5244244462061545e-10
414,latent512_k16_ablate_z496,1,z496,1.117523780180818e-07,2.4092907224826376e-08,1.0384413826614036e-06,1,10,7.414769909175334e-10,0.0
52,latent512_k16_ablate_z496,1,z496,2.120627868862357e-07,0.0,0.0,0,10,2.800805365410497e-09,0.0
2359,latent512_k16_ablate_z496,1,z496,3.7858946200231e-08,0.0,0.0,0,10,2.3142723848401658e-10,0.0
3161,latent512_k16_ablate_z496,1,z496,4.9477073105208547e-08,0.0,0.0,0,10,1.6647415668202825e-09,0.0
2513,latent512_k16_ablate_z496,1,z496,2.6700769595322527e-08,0.0,0.0,0,10,1.8676012125684593e-10,0.0
2966,latent512_k16_ablate_z496,1,z496,3.726152186800391e-08,0.0,0.0,0,10,2.8038354971116064e-10,0.0
4554,latent512_k16_ablate_z496,1,z496,2.3317493287322577e-06,5.986821349779348e-08,2.5452900445088744e-06,3,10,1.6641517674997885e-07,8.440348864269254e-09
1997,latent512_k16_ablate_z496,1,z496,3.9848288224675343e-07,0.0,0.0,0,10,3.812091975419207e-08,0.0
1942,latent512_k16_ablate_z496,1,z496,1.7603341007088602e-07,1.4089233779657206e-08,1.2447432027329342e-06,3,10,1.0330782451717369e-08,9.06173691639367e-10
4064,latent512_k16_ablate_z496,1,z496,1.2240660907991696e-05,0.0,0.0,0,10,4.698909833678044e-06,0.0
2132,latent512_k16_ablate_z496,1,z496,4.168246192648439e-08,0.0,0.0,0,10,3.3003874633230623e-10,0.0
3085,latent512_k16_ablate_z496,1,z496,6.170579069930682e-08,8.510588855870083e-08,1.9517178770911414e-06,1,10,6.712577160783439e-10,0.0
1253,latent512_k16_ablate_z496,1,z496,7.303010534087662e-07,0.0,0.0,0,10,1.5984188195261595e-08,0.0
3027,latent512_k16_ablate_z496,1,z496,1.2642361468806484e-07,0.0,0.0,0,10,4.636128703161546e-10,0.0
3216,latent512_k16_ablate_z496,1,z496,9.676487167098458e-08,4.378518525527397e-08,1.3999120938024134e-06,1,10,5.330281771520617e-10,0.0
4150,latent512_k16_ablate_z496,1,z496,2.5084964363486506e-06,1.5757729343590654e-08,8.39815925246512e-07,1,10,4.0789458921608457e-07,3.492574285335337e-10
3056,latent512_k16_ablate_z496,1,z496,1.4275330784130347e-07,0.0,0.0,0,10,7.60201412930428e-09,0.0
3949,latent512_k16_ablate_z496,1,z496,1.5823415822069364e-07,1.3066452808629947e-08,7.647437314517447e-07,1,10,3.8394407653186136e-09,3.489052657901226e-10
1513,latent512_k16_ablate_z496,1,z496,3.7659566487491247e-07,0.0,0.0,0,10,5.953369708322498e-08,0.0
1042,latent512_k16_ablate_z496,1,z496,1.0588390608745613e-07,1.4134910131247125e-08,7.953962040119222e-07,1,10,3.644467838626042e-09,1.682974426486794e-09
2361,latent512_k16_ablate_z496,1,z496,2.795551345968761e-08,0.0,0.0,0,10,2.039139551657243e-10,0.0
3772,latent512_k16_ablate_z496,1,z496,1.0610273193378816e-07,0.0,0.0,0,10,6.496501114838793e-10,0.0
3792,latent512_k16_ablate_z496,1,z496,7.916958821851949e-08,0.0,0.0,0,10,2.9713714821966164e-10,0.0
1584,latent512_k16_ablate_z496,1,z496,3.4177924135292415e-07,4.372032691435379e-08,2.363799012528034e-06,3,10,2.19591385075546e-08,2.3071144994446513e-09
1885,latent512_k16_ablate_z496,1,z496,2.758236234967626e-07,1.0025107854971793e-08,9.35231412313442e-07,2,10,3.6147294935062746e-08,1.8578001637070685e-10
4454,latent512_k16_ablate_z496,1,z496,1.3738277857555659e-06,0.0,0.0,0,10,3.305647453544225e-07,0.0
642,latent512_k16_ablate_z496,1,z496,2.150835882730462e-07,1.6571066741022378e-09,2.723407419580326e-07,1,10,2.8136077911966595e-09,0.0
4451,latent512_k16_ablate_z496,1,z496,3.766254667425528e-05,0.0,0.0,0,10,1.1115740562672727e-05,0.0
1114,latent512_k16_ablate_z496,1,z496,3.0220388680390897e-07,4.840156719865263e-08,3.6106362131249625e-06,7,10,1.932450111041817e-08,1.8726751260800256e-09
3009,latent512_k16_ablate_z496,1,z496,3.101495593682557e-08,0.0,0.0,0,10,3.7022820920107335e-10,0.0
4391,latent512_k16_ablate_z496,1,z496,2.9375178201007657e-06,9.408837797764136e-08,2.5291960810136516e-06,2,10,2.6292445909348316e-07,1.1365354879444567e-08
95,latent512_k16_ablate_z496,1,z496,2.653117689987994e-07,5.771781985686175e-08,1.6072823427748517e-06,1,10,9.274913059797996e-10,0.0
4552,latent512_k16_ablate_z496,1,z496,5.224438154982636e-06,8.690930286547882e-08,2.7859700821863953e-06,2,10,3.519403719565162e-07,1.010034900161827e-08
2121,latent512_k16_ablate_z496,1,z496,2.8937938267858954e-08,0.0,0.0,0,10,2.6633131811060196e-10,0.0
1448,latent512_k16_ablate_z496,1,z496,3.012958700310264e-07,6.199739832624118e-09,7.400511208288663e-07,2,10,2.494909878691942e-08,9.669785111521279e-11
2165,latent512_k16_ablate_z496,1,z496,3.084173272327462e-08,0.0,0.0,0,10,1.8567707094074848e-10,0.0
4347,latent512_k16_ablate_z496,1,z496,1.8378516415396007e-06,0.0,0.0,0,10,3.720104189142148e-07,0.0
2572,latent512_k16_ablate_z496,1,z496,3.434645989841556e-08,0.0,0.0,0,10,1.84062987074185e-10,0.0
2440,latent512_k16_ablate_z496,1,z496,3.2753593615098e-08,0.0,0.0,0,10,1.7768045368349306e-10,0.0
3096,latent512_k16_ablate_z496,1,z496,1.1675471256467063e-07,3.703443596236866e-08,1.2874785397798405e-06,1,10,1.1324301496529188e-09,7.566649390389202e-11
1420,latent512_k16_ablate_z496,1,z496,2.2405045285722736e-07,1.4542054316279973e-07,4.837082997255493e-06,5,10,6.758835269238261e-09,1.305756036629191e-08
2035,latent512_k16_ablate_z496,1,z496,3.628714040360137e-08,0.0,0.0,0,10,3.226006128898007e-10,0.0
794,latent512_k16_ablate_z496,1,z496,4.3307906594236556e-08,0.0,0.0,0,10,4.4565187651279814e-10,0.0
3281,latent512_k16_ablate_z496,1,z496,1.2947585048550536e-07,0.0,0.0,0,10,1.8769674703378314e-09,0.0
183,latent512_k16_ablate_z496,1,z496,2.345562677419366e-07,8.236690440810435e-09,6.071746838642866e-07,1,10,2.319105352199813e-09,0.0
401,latent512_k16_ablate_z496,1,z496,9.40728028808735e-08,9.672325163023743e-09,6.579648470506072e-07,1,10,3.12526809986835e-10,0.0
2836,latent512_k16_ablate_z496,1,z496,4.725074376210614e-08,0.0,0.0,0,10,3.522824809643055e-10,0.0
2476,latent512_k16_ablate_z496,1,z496,4.620403970534426e-08,0.0,0.0,0,10,4.308918499784653e-10,0.0
1661,latent512_k16_ablate_z496,1,z496,1.4359847000378068e-07,1.6412077741279063e-07,4.639957296603825e-06,3,10,3.4289400208109555e-09,1.1041754177654184e-08
1658,latent512_k16_ablate_z496,1,z496,1.4932587077964854e-07,3.3111181352296626e-08,1.7216243577422574e-06,2,10,6.985056977271142e-09,1.0007070727624523e-09
1545,latent512_k16_ablate_z496,1,z496,2.8144435759713815e-07,3.041916940560441e-08,1.7589694607522688e-06,3,10,7.849163985440555e-09,1.3304355395149514e-09
1815,latent512_k16_ablate_z496,1,z496,2.23298457058263e-07,7.554920955499256e-08,3.528991555867833e-06,4,10,4.577383361237253e-09,2.8085462844273934e-09
3135,latent512_k16_ablate_z496,1,z496,6.583222500466945e-08,2.4730826275742857e-09,3.3270333688051323e-07,1,10,2.3172157248563252e-10,0.0
279,latent512_k16_ablate_z496,1,z496,8.400922979490133e-08,1.3864323022971803e-07,2.491073473720462e-06,1,10,2.060966064476588e-09,0.0
4700,latent512_k16_ablate_z496,1,z496,6.857072776256246e-07,1.2049747510900488e-07,3.116346761089517e-06,2,10,1.0378504100572172e-07,5.41241940155146e-09
4137,latent512_k16_ablate_z496,1,z496,9.163521781374584e-07,1.0781771209167346e-07,3.4839526961150113e-06,4,10,1.0663916327757761e-07,7.36177963034379e-09
1146,latent512_k16_ablate_z496,1,z496,2.3324199105445587e-07,1.0676890127570005e-07,3.0997769044915913e-06,3,10,8.060167644430294e-09,1.1706307034842212e-08
3390,latent512_k16_ablate_z496,1,z496,2.77042548901818e-08,0.0,0.0,0,10,8.286455965844652e-10,0.0
4445,latent512_k16_ablate_z496,1,z496,1.7771237708075205e-06,0.0,0.0,0,10,5.047679678682471e-07,0.0
4924,latent512_k16_ablate_z496,1,z496,2.3747136310703354e-06,4.493882599376775e-09,4.484851103825349e-07,1,10,7.180536840678542e-07,2.814104504977877e-10
314,latent512_k16_ablate_z496,1,z496,1.568758563053052e-07,1.4271515524910683e-08,7.992308610482723e-07,1,10,1.88982607340904e-10,0.0
1214,latent512_k16_ablate_z496,1,z496,1.1725249038363472e-07,7.684103309202328e-08,1.8545295006333617e-06,1,10,2.0442394443875855e-09,2.8836670828980004e-09
4862,latent512_k16_ablate_z496,1,z496,2.0247773591108853e-06,1.3761223272013012e-07,3.941552677133586e-06,4,10,4.7345537268483895e-08,1.7319315759323217e-08
4699,latent512_k16_ablate_z496,1,z496,2.6744983188109472e-06,1.7126635043496208e-07,4.602476565196412e-06,3,10,7.852926273699268e-07,2.7279877912178563e-08
333,latent512_k16_ablate_z496,1,z496,4.629270833333976e-08,6.559297816011167e-08,1.7134279914898798e-06,1,10,7.139032698333381e-10,0.0
2420,latent512_k16_ablate_z496,1,z496,3.391181735423743e-08,0.0,0.0,0,10,2.105872837221412e-10,0.0
3249,latent512_k16_ablate_z496,1,z496,4.408151710322272e-08,0.0,0.0,0,10,1.4384644864140483e-10,0.0
2229,latent512_k16_ablate_z496,1,z496,2.6102833672325687e-08,0.0,0.0,0,10,1.2501769064421353e-10,0.0
1941,latent512_k16_ablate_z496,1,z496,2.2815302713752317e-07,4.9346073893730136e-08,2.066760771413101e-06,2,10,5.715157680441507e-09,2.045783986659444e-09
1756,latent512_k16_ablate_z496,1,z496,2.2846299430057115e-07,1.344692179827689e-07,4.164847723586718e-06,3,10,1.9344390977948933e-08,7.386039779788689e-09
58,latent512_k16_ablate_z496,1,z496,8.528063943913367e-08,0.0,0.0,0,10,2.80284233322714e-11,0.0
301,latent512_k16_ablate_z496,1,z496,1.098399167176467e-07,2.53562912888583e-08,1.0653202480170876e-06,1,10,1.1066018934524635e-10,0.0
2535,latent512_k16_ablate_z496,1,z496,6.328173984826435e-09,0.0,0.0,0,10,1.3112266480930224e-11,0.0
4080,latent512_k16_ablate_z496,1,z496,5.331818329068483e-07,1.3290917699748661e-08,7.71284248912707e-07,1,10,5.968311622694955e-09,7.130438600677635e-11
4621,latent512_k16_ablate_z496,1,z496,1.6339357671313337e-06,2.5238753309508866e-08,1.0628479003571556e-06,1,10,2.9514265520447225e-07,1.025108997687596e-09
3186,latent512_k16_ablate_z496,1,z496,8.49607317832124e-08,0.0,0.0,0,10,5.165541883123126e-10,0.0
1573,latent512_k16_ablate_z496,1,z496,3.0678299367536965e-07,6.985251843616425e-08,3.4236425108247204e-06,4,10,5.1952518731468444e-08,2.768607121339528e-09
576,latent512_k16_ablate_z496,1,z496,4.115979024277294e-08,0.0,0.0,0,10,9.351555085856944e-10,0.0
1649,latent512_k16_ablate_z496,1,z496,2.2776973196414474e-07,1.6614297715378257e-09,2.726956154219806e-07,1,10,3.06788763282384e-08,8.356870967798913e-13
978,latent512_k16_ablate_z496,1,z496,5.88830459946621e-08,0.0,0.0,0,10,1.8016529934605785e-10,0.0
4258,latent512_k16_ablate_z496,1,z496,6.206920716067543e-06,2.7705013394552225e-08,1.8767450455925427e-06,3,10,5.252633172858623e-07,3.923387392745781e-09
718,latent512_k16_ablate_z496,1,z496,1.4134251102859707e-07,1.0208403722344883e-07,2.942175342468545e-06,3,10,6.476382208298048e-10,0.0
3687,latent512_k16_ablate_z496,1,z496,1.6495545196448802e-07,0.0,0.0,0,10,5.159779270513809e-09,0.0
1515,latent512_k16_ablate_z496,1,z496,2.5631183575569594e-07,4.130229314114331e-08,1.884455173239985e-06,2,10,3.844140294972931e-08,2.096138373985923e-09
93,latent512_k16_ablate_z496,1,z496,3.420574898882478e-07,3.90215237899838e-09,4.1791628291321103e-07,1,10,4.065813019593634e-09,0.0
1952,latent512_k16_ablate_z496,1,z496,1.1576810265978565e-07,0.0,0.0,0,10,6.955196418800824e-10,0.0
4831,latent512_k16_ablate_z496,1,z496,2.0196066543576308e-06,2.934129383902473e-07,6.247003511816729e-06,3,10,1.2190766085495852e-07,4.182377111305868e-08
4506,latent512_k16_ablate_z496,1,z496,1.0332639703847235e-06,1.7873145452540484e-07,3.6823398659180384e-06,2,10,9.163166936332345e-08,2.4321810343508332e-08
4888,latent512_k16_ablate_z496,1,z496,1.2581984265125357e-05,0.0,0.0,0,10,5.031313321524067e-06,0.0
675,latent512_k16_ablate_z496,1,z496,3.2811732353366097e-07,0.0,0.0,0,10,1.124937809571236e-09,0.0
620,latent512_k16_ablate_z496,1,z496,1.69691972473629e-07,1.4784598079131683e-07,2.57241981671541e-06,1,10,1.4082959243211235e-09,0.0
459,latent512_k16_ablate_z496,1,z496,1.1053905524249785e-07,8.537922724372038e-08,1.9548492673493456e-06,1,10,3.856077124275714e-10,0.0
1046,latent512_k16_ablate_z496,1,z496,2.5919806034835347e-07,1.9347346835729695e-08,1.3411117834039032e-06,3,10,7.736891127763101e-09,1.1344977179916782e-09
4785,latent512_k16_ablate_z496,1,z496,1.3551131132771843e-06,5.97729368223554e-08,2.000173253691173e-06,2,10,2.408096122508141e-07,2.868113802012573e-10
3537,latent512_k16_ablate_z496,1,z496,1.4437500794883817e-07,3.0461762889899546e-08,1.1676554549922002e-06,1,10,2.5556883276323106e-09,0.0
901,latent512_k16_ablate_z496,1,z496,8.31440445381304e-08,3.334435660917734e-08,1.2216539744258625e-06,1,10,4.784216356412685e-10,0.0
1861,latent512_k16_ablate_z496,1,z496,2.5593513441890536e-07,4.4953356592714044e-08,2.2535084553965135e-06,3,10,5.675315151165705e-08,2.1052035670265923e-09
1967,latent512_k16_ablate_z496,1,z496,3.1906813546811463e-07,4.64127758448285e-08,2.5905142138071824e-06,4,10,3.9445389177217294e-08,2.1520354387405405e-09
3721,latent512_k16_ablate_z496,1,z496,2.1847161235655221e-07,7.277562019680772e-08,1.8048049241770059e-06,1,10,6.270154395693339e-10,0.0
669,latent512_k16_ablate_z496,1,z496,1.8125318490547215e-07,0.0,0.0,0,10,3.104505763573684e-09,0.0
2700,latent512_k16_ablate_z496,1,z496,3.0276297025011445e-08,0.0,0.0,0,10,1.5132392561234553e-10,0.0
861,latent512_k16_ablate_z496,1,z496,6.834311250258907e-08,5.2063768407606403e-08,2.152915385522647e-06,2,10,2.8027277720887867e-10,0.0
1669,latent512_k16_ablate_z496,1,z496,3.347017241139838e-07,3.3155075129798206e-08,1.72273246334953e-06,2,10,1.2088129608400777e-08,1.1029229751713387e-09
948,latent512_k16_ablate_z496,1,z496,5.893255661248986e-07,0.0,0.0,0,10,1.1516396863919809e-10,0.0
2423,latent512_k16_ablate_z496,1,z496,4.0137152268471255e-08,0.0,0.0,0,10,2.8280480734999003e-10,0.0
1775,latent512_k16_ablate_z496,1,z496,5.716817597090085e-08,0.0,0.0,0,10,7.139866475824874e-10,0.0
528,latent512_k16_ablate_z496,1,z496,1.6955650039562897e-07,0.0,0.0,0,10,8.914463056619581e-10,0.0
323,latent512_k16_ablate_z496,1,z496,8.411413432440895e-08,7.767621212906306e-09,5.89632122682815e-07,1,10,5.420777715592351e-10,0.0
4386,latent512_k16_ablate_z496,1,z496,1.021081743601826e-06,1.391570521036556e-07,3.815503987425473e-06,3,10,9.684598722969895e-08,2.0156964097850505e-08
4172,latent512_k16_ablate_z496,1,z496,2.3068209884513635e-06,2.9144704427608303e-09,3.611747274590016e-07,1,10,5.53662289348722e-07,8.824344033264708e-10
1015,latent512_k16_ablate_z496,1,z496,2.953390207949269e-07,1.1432514668285876e-07,3.7100885492691305e-06,4,10,1.5835649236350946e-08,3.250014257716316e-09
966,latent512_k16_ablate_z496,1,z496,2.114044974632634e-07,5.328649743674418e-10,1.5443511358625983e-07,1,10,9.024209712826803e-10,0.0
1408,latent512_k16_ablate_z496,1,z496,2.4720390001675696e-07,2.841068180714501e-08,1.8923743709819973e-06,3,10,1.1493575868826156e-08,1.883579514583289e-09
1173,latent512_k16_ablate_z496,1,z496,3.5299902378937986e-07,1.0934778416071822e-08,9.849458137978218e-07,2,10,1.1094228646868487e-08,8.689312602783161e-10
838,latent512_k16_ablate_z496,1,z496,1.0273627992773982e-07,0.0,0.0,0,10,1.311839525897085e-11,0.0
2869,latent512_k16_ablate_z496,1,z496,3.912653667725863e-08,0.0,0.0,0,10,2.7836061233799114e-10,0.0
4802,latent512_k16_ablate_z496,1,z496,3.237082182749873e-06,3.219657784825358e-08,1.688687348178064e-06,2,10,6.128239533609303e-07,4.274050890984427e-09
3909,latent512_k16_ablate_z496,1,z496,5.7963319477494224e-08,2.235673424166862e-09,3.16330613259197e-07,1,10,1.2504195456841671e-09,0.0
584,latent512_k16_ablate_z496,1,z496,8.715954180615881e-08,1.418788109219804e-08,7.968857858031697e-07,1,10,4.370751816029639e-10,0.0
2942,latent512_k16_ablate_z496,1,z496,3.1173847503396246e-08,0.0,0.0,0,10,1.6966276994434537e-10,0.0
3148,latent512_k16_ablate_z496,1,z496,4.5833580486487335e-08,0.0,0.0,0,10,2.0779427067907363e-09,0.0
1219,latent512_k16_ablate_z496,1,z496,1.713988382334719e-07,7.52437117057525e-08,2.584860794740962e-06,2,10,1.3227254846981396e-08,3.3852121106292543e-09
2335,latent512_k16_ablate_z496,1,z496,3.9114048888677644e-08,0.0,0.0,0,10,2.4429080980326034e-10,0.0
2225,latent512_k16_ablate_z496,1,z496,3.4545394100859994e-08,0.0,0.0,0,10,2.7643362598972487e-10,0.0
3044,latent512_k16_ablate_z496,1,z496,1.7305681865309452e-07,2.223455730643309e-08,9.975881312129786e-07,1,10,2.1345285539098313e-09,1.3219647598816664e-10
1039,latent512_k16_ablate_z496,1,z496,2.3087586953352002e-07,3.1112654119702654e-11,3.731711473164978e-08,1,10,1.4364948341949457e-08,5.684341970784096e-15
1956,latent512_k16_ablate_z496,1,z496,4.3444470065878704e-07,3.182285723823952e-08,1.627475057830452e-06,2,10,4.364219208241593e-08,1.6383537859709918e-09
2153,latent512_k16_ablate_z496,1,z496,2.712376456770471e-08,0.0,0.0,0,10,1.3308305846226887e-10,0.0
3328,latent512_k16_ablate_z496,1,z496,1.0561154795141192e-07,0.0,0.0,0,10,1.4992320718221208e-09,0.0
2396,latent512_k16_ablate_z496,1,z496,2.401660026407626e-08,0.0,0.0,0,10,9.977547954509447e-11,0.0
1595,latent512_k16_ablate_z496,1,z496,3.036956002233637e-07,5.3450794013087943e-08,2.3435407001670683e-06,3,10,1.8534761281330248e-08,2.090705830681827e-09
2297,latent512_k16_ablate_z496,1,z496,2.9024599612625934e-08,0.0,0.0,0,10,2.002878696227839e-10,0.0
2344,latent512_k16_ablate_z496,1,z496,3.252519675811527e-08,0.0,0.0,0,10,1.780204456069967e-10,0.0
2642,latent512_k16_ablate_z496,1,z496,2.986246272485005e-08,0.0,0.0,0,10,2.1766491387076314e-10,0.0
3557,latent512_k16_ablate_z496,1,z496,5.883636688963634e-08,1.4545150861522416e-08,8.068564056884497e-07,1,10,9.43907507711117e-10,5.0479231905598e-10
3358,latent512_k16_ablate_z496,1,z496,6.594621737576745e-08,0.0,0.0,0,10,2.077918254128619e-10,0.0
4462,latent512_k16_ablate_z496,1,z496,1.2224685633555055e-05,8.291622499712048e-09,6.091959221521392e-07,1,10,1.2581109558595927e-06,2.248192298992535e-09
3139,latent512_k16_ablate_z496,1,z496,9.392373101491103e-08,0.0,0.0,0,10,5.175548878355585e-10,0.0
2622,latent512_k16_ablate_z496,1,z496,3.8395739920815686e-08,0.0,0.0,0,10,2.413568789272347e-10,0.0
2754,latent512_k16_ablate_z496,1,z496,1.0407387840416504e-08,0.0,0.0,0,10,9.848388597688551e-12,0.0
494,latent512_k16_ablate_z496,1,z496,6.090925808166503e-08,2.2515314057613978e-08,1.0038669415735058e-06,1,10,3.156683803240412e-10,0.0
399,latent512_k16_ablate_z496,1,z496,6.637890237470856e-07,0.0,0.0,0,10,1.1909291608436234e-10,0.0
4660,latent512_k16_ablate_z496,1,z496,6.237273282749811e-06,1.3229302453510172e-07,3.6610185816243757e-06,3,10,1.7464023471802648e-07,1.6165724758820943e-08
1732,latent512_k16_ablate_z496,1,z496,2.515618007237208e-07,5.912837153232431e-08,2.9377702048805077e-06,4,10,1.708191987859209e-08,2.3263353465807768e-09
