graph_id,experiment,n_ablated_features,ablated_features,reconstruction_mse,latent_change_mean,n_affected_nodes,total_nodes,gnn_output_mse
4913,latent512_k32_ablate_z361,1,z361,2.6937545953842346e-06,4.734956291940762e-06,3,10,1.1321587862767046e-06
2529,latent512_k32_ablate_z361,1,z361,1.854379227950176e-08,2.92947504476615e-07,1,10,1.0824229967204557e-12
1508,latent512_k32_ablate_z361,1,z361,3.7564709032267274e-07,7.912351975392085e-06,5,10,1.0363349289832513e-08
1056,latent512_k32_ablate_z361,1,z361,1.621574767796119e-07,3.0077203518885653e-06,3,10,1.5502603645245472e-08
3232,latent512_k32_ablate_z361,1,z361,8.085789460210435e-08,1.62816525062226e-06,3,10,1.1327215831968829e-09
3863,latent512_k32_ablate_z361,1,z361,2.9056414163619593e-08,9.208597617771375e-08,1,10,3.139700166521209e-10
888,latent512_k32_ablate_z361,1,z361,1.1517936115978955e-07,3.4271215554326773e-06,4,10,5.382522760832842e-10
1626,latent512_k32_ablate_z361,1,z361,4.56958787253825e-06,3.43060601153411e-05,7,10,1.1365747454306074e-08
1735,latent512_k32_ablate_z361,1,z361,3.319889287922706e-07,7.2541865847597364e-06,4,10,1.1619674999963081e-08
867,latent512_k32_ablate_z361,1,z361,8.927261774260842e-08,2.694780278034159e-06,4,10,5.16016840368394e-10
2853,latent512_k32_ablate_z361,1,z361,1.890660961123558e-08,6.192729529175267e-07,1,10,9.282352447445574e-13
3545,latent512_k32_ablate_z361,1,z361,1.966090579230695e-08,1.161075715572224e-06,4,10,1.436970542556537e-10
4722,latent512_k32_ablate_z361,1,z361,1.132299530581804e-06,2.1169269075471675e-06,3,10,5.9532730745104345e-08
3900,latent512_k32_ablate_z361,1,z361,6.381314676673355e-08,1.735646264933166e-06,3,10,2.43462494609048e-09
4210,latent512_k32_ablate_z361,1,z361,9.243455565410841e-07,9.418325134902261e-06,6,10,2.323320984487509e-07
4950,latent512_k32_ablate_z361,1,z361,9.368451969749003e-07,3.2069324333861005e-06,3,10,1.746048212680762e-07
2260,latent512_k32_ablate_z361,1,z361,2.8575518840057157e-08,1.4656765188192367e-06,3,10,1.957811733913073e-12
49,latent512_k32_ablate_z361,1,z361,2.982735836098982e-08,1.8837799871107563e-06,5,10,6.395594991104314e-12
760,latent512_k32_ablate_z361,1,z361,1.0432049890596318e-07,6.924914259798243e-07,1,10,6.500160132372201e-11
4624,latent512_k32_ablate_z361,1,z361,9.448407354284427e-07,3.126984609025385e-07,1,10,5.792394475179208e-08
1630,latent512_k32_ablate_z361,1,z361,2.487408323759155e-07,5.396077540353872e-06,4,10,7.2539818596339956e-09
4629,latent512_k32_ablate_z361,1,z361,1.157517885985726e-06,9.180000233754981e-06,5,10,3.0480546087119365e-08
4853,latent512_k32_ablate_z361,1,z361,4.573954811348813e-06,2.0950956240994856e-06,1,10,8.599616307947144e-07
3590,latent512_k32_ablate_z361,1,z361,1.192873071431677e-07,3.45421653946687e-06,3,10,3.952014715480345e-09
446,latent512_k32_ablate_z361,1,z361,6.427693932664624e-08,2.195243268943159e-06,4,10,1.8369510079718765e-10
3414,latent512_k32_ablate_z361,1,z361,1.1544127431761808e-07,3.4467593650333583e-06,4,10,1.989583164885289e-09
4885,latent512_k32_ablate_z361,1,z361,8.967409712568042e-07,1.1167603588546626e-05,7,10,1.3247017704998143e-07
4720,latent512_k32_ablate_z361,1,z361,5.721250317947124e-07,3.7743236589449225e-06,5,10,1.3981436097765254e-07
261,latent512_k32_ablate_z361,1,z361,1.1018120460448699e-07,2.2790770799474558e-06,3,10,6.466426283324722e-10
752,latent512_k32_ablate_z361,1,z361,8.822736674574116e-08,2.1379569261625875e-06,4,10,1.3903875828447099e-09
3066,latent512_k32_ablate_z361,1,z361,4.76000468552229e-06,2.1823178030899726e-05,2,10,1.4637651091220505e-08
1194,latent512_k32_ablate_z361,1,z361,9.593649963335338e-08,1.7052609564416343e-06,3,10,5.425869531450189e-09
3775,latent512_k32_ablate_z361,1,z361,2.188067327324461e-07,3.912121428584214e-06,2,10,1.0328343735821477e-09
809,latent512_k32_ablate_z361,1,z361,7.560880277424076e-08,2.9408470254566055e-06,4,10,6.570713972919862e-10
3504,latent512_k32_ablate_z361,1,z361,2.4350764959990556e-08,7.563757975503904e-08,1,10,9.697502800776192e-10
1179,latent512_k32_ablate_z361,1,z361,4.2004802480732906e-07,9.873492672340944e-06,8,10,7.626817399852825e-09
4382,latent512_k32_ablate_z361,1,z361,6.018158842380217e-07,6.043154826329555e-06,3,10,3.1536885103378154e-08
3796,latent512_k32_ablate_z361,1,z361,1.820292112597599e-07,4.3059435483883135e-06,3,10,2.202228399639239e-09
437,latent512_k32_ablate_z361,1,z361,1.922875298987492e-07,3.555763441909221e-06,3,10,1.0646455939067323e-09
2455,latent512_k32_ablate_z361,1,z361,3.26381943693832e-08,2.1130636014277115e-06,4,10,1.9539036187621317e-12
1672,latent512_k32_ablate_z361,1,z361,6.349598891119967e-08,1.9491662897053175e-06,5,10,1.387638448591133e-09
3477,latent512_k32_ablate_z361,1,z361,1.8080231711792294e-07,3.631733761721989e-06,2,10,8.335070411646939e-10
4045,latent512_k32_ablate_z361,1,z361,1.5339250012402772e-06,7.86770397098735e-06,4,10,1.3112611441101762e-07
4494,latent512_k32_ablate_z361,1,z361,2.2677199922327418e-06,1.5143031305342447e-05,6,10,9.018400959348583e-08
3465,latent512_k32_ablate_z361,1,z361,7.735270912689884e-08,3.1213596685120137e-06,4,10,1.1096114027608905e-09
1911,latent512_k32_ablate_z361,1,z361,7.1018448011273e-08,1.8791712363963597e-06,5,10,5.586886508979205e-09
423,latent512_k32_ablate_z361,1,z361,1.499913082625426e-07,2.7576045340538258e-06,3,10,3.880082088958403e-10
3595,latent512_k32_ablate_z361,1,z361,1.0472181344312048e-07,6.315289056146867e-07,1,10,1.2364108625817494e-09
247,latent512_k32_ablate_z361,1,z361,5.4178958208694894e-08,1.4184568044584012e-06,3,10,5.587370496829003e-11
2693,latent512_k32_ablate_z361,1,z361,1.642465363715928e-08,1.038729919855541e-06,4,10,4.0163429223041835e-13
3124,latent512_k32_ablate_z361,1,z361,8.561400477447023e-08,4.165018708590651e-06,4,10,1.8180283667401653e-10
450,latent512_k32_ablate_z361,1,z361,3.4730241793567984e-08,1.242261532752309e-06,3,10,1.5501058769906706e-10
3797,latent512_k32_ablate_z361,1,z361,3.809746118577095e-08,1.5660989447496831e-06,3,10,2.0884219353867195e-10
3807,latent512_k32_ablate_z361,1,z361,1.524404602548657e-08,6.285912377279601e-07,3,10,1.6569483285433506e-10
4994,latent512_k32_ablate_z361,1,z361,1.1184396271346486e-06,6.091946033848217e-06,3,10,1.4606146692131006e-07
1742,latent512_k32_ablate_z361,1,z361,1.7371553440170828e-07,4.8387232709501404e-06,6,10,1.17118204023825e-09
2275,latent512_k32_ablate_z361,1,z361,1.818688488697262e-08,9.57043084781617e-07,3,10,9.15267861500979e-13
2873,latent512_k32_ablate_z361,1,z361,1.4308632501069951e-08,0.0,0,10,1.2255974230282463e-12
2239,latent512_k32_ablate_z361,1,z361,3.1044741888308636e-08,1.8279530422660173e-06,4,10,1.3915090867760993e-12
2215,latent512_k32_ablate_z361,1,z361,2.3894727974038688e-08,1.2819291441701353e-06,3,10,1.0484946244559978e-12
650,latent512_k32_ablate_z361,1,z361,3.805751092045284e-08,9.464609433962323e-07,3,10,1.8980320093398007e-10
1275,latent512_k32_ablate_z361,1,z361,1.5816472398455517e-07,3.3616502150835004e-06,5,10,2.227302342561188e-09
386,latent512_k32_ablate_z361,1,z361,2.667075591489265e-07,3.8079465412010904e-06,3,10,9.250674115612867e-10
2669,latent512_k32_ablate_z361,1,z361,1.725669385166384e-08,2.98568925138909e-09,1,10,1.1833201519345637e-12
2665,latent512_k32_ablate_z361,1,z361,2.9602006179629825e-08,1.2886424656244344e-06,3,10,2.3445245311143337e-12
1023,latent512_k32_ablate_z361,1,z361,5.806851959277992e-07,1.0039079825219233e-05,7,10,2.317331215806462e-08
597,latent512_k32_ablate_z361,1,z361,4.487324076762889e-06,2.2918180548003875e-05,3,10,4.3326781051789e-10
690,latent512_k32_ablate_z361,1,z361,3.804415982244791e-08,2.140247261195327e-06,3,10,4.937524278325611e-10
491,latent512_k32_ablate_z361,1,z361,7.553180125796644e-08,0.0,0,10,5.268595559826394e-10
1602,latent512_k32_ablate_z361,1,z361,8.204536783296135e-08,2.2200256921678374e-07,1,10,4.450305457481818e-09
3610,latent512_k32_ablate_z361,1,z361,1.6773171296335931e-07,3.327360218463582e-06,3,10,3.336483866966944e-10
3948,latent512_k32_ablate_z361,1,z361,2.6845668799069244e-08,1.8253816733704298e-06,4,10,7.226915177405147e-10
4740,latent512_k32_ablate_z361,1,z361,9.153810651696404e-07,7.06915307091549e-06,4,10,1.3874446480599545e-08
1200,latent512_k32_ablate_z361,1,z361,2.5878085807562456e-07,5.147591764398385e-06,5,10,2.2050263837058992e-08
1878,latent512_k32_ablate_z361,1,z361,1.1460134885510342e-07,2.6166603674937505e-06,4,10,1.845899078034563e-08
1281,latent512_k32_ablate_z361,1,z361,1.0221408956567757e-05,4.350224480731413e-05,4,10,5.841026862185572e-08
3240,latent512_k32_ablate_z361,1,z361,1.183240811997166e-07,1.7536210634716554e-06,1,10,2.9566848969153625e-09
3884,latent512_k32_ablate_z361,1,z361,9.608279327721903e-08,2.310590616616537e-06,3,10,5.784935863673013e-10
478,latent512_k32_ablate_z361,1,z361,4.6880732185172747e-08,8.207716462038661e-08,2,10,4.4341480487375406e-10
4233,latent512_k32_ablate_z361,1,z361,8.118665391521063e-06,1.0715408279793337e-05,4,10,4.161329343332909e-06
3577,latent512_k32_ablate_z361,1,z361,2.3763527678966057e-07,5.111412519909209e-06,4,10,5.064001440402421e-10
3869,latent512_k32_ablate_z361,1,z361,1.629550467896479e-07,3.287909294158453e-06,3,10,8.53943227241416e-09
2686,latent512_k32_ablate_z361,1,z361,2.5138001902291762e-08,7.670760169276036e-07,1,10,1.3202772208842362e-12
1540,latent512_k32_ablate_z361,1,z361,1.5646833162463736e-07,2.973767323055654e-06,4,10,2.9773645771058455e-09
987,latent512_k32_ablate_z361,1,z361,3.8289261539148356e-08,1.6738122212700546e-06,3,10,5.097549118926459e-11
3494,latent512_k32_ablate_z361,1,z361,6.790035200765487e-08,6.652133492934809e-07,3,10,6.468239721613145e-09
182,latent512_k32_ablate_z361,1,z361,1.3766102924250845e-08,7.910566779401051e-08,2,10,9.102006925942874e-10
2743,latent512_k32_ablate_z361,1,z361,3.340054632872125e-08,2.3076381694409065e-06,5,10,1.2744472361117531e-12
1532,latent512_k32_ablate_z361,1,z361,3.181509669047955e-07,5.256799340713769e-06,3,10,1.0567601016475692e-08
4631,latent512_k32_ablate_z361,1,z361,1.7387403659085976e-06,1.4642962014477234e-05,6,10,1.543094469980133e-07
1383,latent512_k32_ablate_z361,1,z361,2.5362766109537915e-07,6.753602065145969e-06,7,10,1.32512312234212e-08
2632,latent512_k32_ablate_z361,1,z361,8.841486476285354e-08,4.7597263801435474e-06,5,10,2.6476687162158008e-11
4558,latent512_k32_ablate_z361,1,z361,2.899445462389849e-06,1.2576550943776965e-05,6,10,4.0335470430363785e-07
2607,latent512_k32_ablate_z361,1,z361,1.7845405153593674e-08,5.988267730572261e-07,2,10,1.563726904039997e-12
2156,latent512_k32_ablate_z361,1,z361,1.5983928847163043e-08,2.4936889531090856e-07,1,10,1.3697487154934462e-12
4903,latent512_k32_ablate_z361,1,z361,1.8997791357833194e-06,7.98482506070286e-06,4,10,1.722317961139197e-06
4595,latent512_k32_ablate_z361,1,z361,8.723721975911758e-07,6.298700554907555e-06,5,10,7.587676975617796e-08
577,latent512_k32_ablate_z361,1,z361,1.666463873561952e-07,3.835935785900801e-06,3,10,5.009130887856372e-10
4783,latent512_k32_ablate_z361,1,z361,7.952391456456098e-07,1.985195467568701e-06,1,10,3.341072130069733e-08
3299,latent512_k32_ablate_z361,1,z361,7.553050807018735e-08,3.4506981592130614e-06,5,10,8.478279189816362e-10
190,latent512_k32_ablate_z361,1,z361,4.6991789304229314e-07,7.4267036325181834e-06,3,10,3.1674218803345866e-11
4538,latent512_k32_ablate_z361,1,z361,2.2450899450632278e-06,7.325813839997863e-06,4,10,4.2177106251983787e-07
2545,latent512_k32_ablate_z361,1,z361,2.6373797368250962e-08,1.5136977253860096e-06,4,10,9.624301139030123e-13
4734,latent512_k32_ablate_z361,1,z361,5.792806859972188e-06,4.588968295138329e-06,2,10,1.492326333618621e-07
1564,latent512_k32_ablate_z361,1,z361,7.541236612951252e-08,1.0386859230493428e-06,2,10,6.219779802307812e-09
65,latent512_k32_ablate_z361,1,z361,9.972052339435322e-08,1.740976927067095e-06,3,10,2.9339908280689997e-10
442,latent512_k32_ablate_z361,1,z361,1.653608450169486e-07,2.297461151101743e-06,1,10,7.625439724101568e-10
277,latent512_k32_ablate_z361,1,z361,1.5025622701614338e-07,2.8869267225672957e-06,5,10,8.914507465540566e-10
2299,latent512_k32_ablate_z361,1,z361,2.1047167564347546e-08,7.978169378475286e-07,2,10,1.130739924436186e-12
721,latent512_k32_ablate_z361,1,z361,5.257068735886605e-08,8.277211236418225e-07,3,10,3.1280728007843095e-10
1294,latent512_k32_ablate_z361,1,z361,1.2523858572421886e-07,3.2791211879157345e-07,1,10,9.578616122496442e-09
3681,latent512_k32_ablate_z361,1,z361,1.2342732702563808e-07,2.198064748881734e-06,2,10,1.3435989820731464e-10
2085,latent512_k32_ablate_z361,1,z361,3.0327118594186686e-08,1.4443824056797894e-06,4,10,1.4927614266219136e-12
4360,latent512_k32_ablate_z361,1,z361,4.429112721027195e-07,0.0,0,10,4.5194923359304084e-08
1827,latent512_k32_ablate_z361,1,z361,2.401416168140713e-07,4.7679168346803635e-06,4,10,4.184301349852149e-09
2894,latent512_k32_ablate_z361,1,z361,3.1572749747965645e-08,1.9940648599003907e-06,4,10,1.3451462166358397e-12
3785,latent512_k32_ablate_z361,1,z361,8.658827965746241e-08,0.0,0,10,2.7101960675679493e-09
562,latent512_k32_ablate_z361,1,z361,8.615548097168357e-08,2.772988636934315e-06,4,10,1.9089085867562972e-10
4826,latent512_k32_ablate_z361,1,z361,6.013864890519471e-07,4.383268787933048e-06,4,10,7.355532716246671e-08
2635,latent512_k32_ablate_z361,1,z361,2.460029158157795e-08,1.3133749234839343e-06,3,10,1.6676437791449117e-12
3475,latent512_k32_ablate_z361,1,z361,3.110839941200538e-08,0.0,0,10,7.937404622460065e-10
1734,latent512_k32_ablate_z361,1,z361,3.6955211157874146e-07,7.971640116011258e-06,7,10,2.6362882987740477e-09
145,latent512_k32_ablate_z361,1,z361,1.9836889464386331e-07,2.771985236904584e-06,3,10,3.301521833698473e-10
1576,latent512_k32_ablate_z361,1,z361,6.608605929159239e-08,2.1964358438708587e-06,4,10,7.505922994255343e-09
4042,latent512_k32_ablate_z361,1,z361,1.927697439896292e-06,5.0337057473370805e-06,2,10,1.7344976299682457e-07
4630,latent512_k32_ablate_z361,1,z361,1.8541355757406563e-06,2.2706362869939767e-06,2,10,2.5245793722206145e-07
1950,latent512_k32_ablate_z361,1,z361,1.750189539961866e-06,1.4866554920445196e-05,4,10,5.325628826824413e-09
3750,latent512_k32_ablate_z361,1,z361,1.206274333753754e-07,2.8496647246356588e-06,2,10,4.6375889239946844e-10
2318,latent512_k32_ablate_z361,1,z361,2.572264712341621e-08,1.3562921594711952e-06,3,10,1.5657697577733942e-12
1296,latent512_k32_ablate_z361,1,z361,1.6364947441616096e-06,1.6129681171150878e-05,3,10,3.249516877801284e-09
2685,latent512_k32_ablate_z361,1,z361,1.5861221669410952e-08,4.0400701095677505e-07,2,10,7.519318284340826e-13
3326,latent512_k32_ablate_z361,1,z361,8.723196742721484e-08,1.9672461348818615e-06,3,10,8.761829595194115e-10
2775,latent512_k32_ablate_z361,1,z361,3.5247200713683924e-08,1.840301024458313e-06,3,10,2.1467272404152027e-12
840,latent512_k32_ablate_z361,1,z361,6.363560345334918e-08,1.1064233831348247e-06,3,10,1.4163692441115927e-10
644,latent512_k32_ablate_z361,1,z361,1.064054018229399e-07,1.6414218180216267e-06,1,10,8.34076196998268e-10
1117,latent512_k32_ablate_z361,1,z361,1.3782452867872053e-07,3.353411329953815e-06,4,10,1.3929543074553408e-09
2917,latent512_k32_ablate_z361,1,z361,2.8902487514415043e-08,1.5399206176880398e-06,3,10,1.455102748362802e-12
4257,latent512_k32_ablate_z361,1,z361,1.4814985433986294e-06,1.282314224226866e-05,8,10,3.6797135294364125e-07
4138,latent512_k32_ablate_z361,1,z361,1.3060877108728164e-06,7.21477044862695e-06,5,10,1.8062030449073063e-07
2818,latent512_k32_ablate_z361,1,z361,2.4025061051702323e-08,9.696874485598528e-07,2,10,1.1826095658307167e-12
3847,latent512_k32_ablate_z361,1,z361,1.1137501587654697e-07,2.0373354345792904e-06,2,10,2.9509025778473585e-10
149,latent512_k32_ablate_z361,1,z361,7.65389245316328e-08,1.5487578366446542e-06,3,10,3.570740925162852e-10
3589,latent512_k32_ablate_z361,1,z361,6.54729817028965e-08,2.208832484029699e-06,4,10,5.328176788665928e-10
2157,latent512_k32_ablate_z361,1,z361,1.726708731553117e-08,1.0668667300706147e-06,4,10,8.372858070933298e-13
4977,latent512_k32_ablate_z361,1,z361,3.0126507226668764e-06,7.947645826789085e-06,5,10,1.0295570973539725e-06
2778,latent512_k32_ablate_z361,1,z361,2.3500891899175258e-08,9.013853059514076e-07,4,10,1.2362555640646478e-12
118,latent512_k32_ablate_z361,1,z361,9.479786911015253e-08,3.711187218868872e-06,5,10,2.7213725717345483e-10
732,latent512_k32_ablate_z361,1,z361,1.3083067074148858e-07,1.9205563148716465e-06,2,10,1.227702384198892e-10
4366,latent512_k32_ablate_z361,1,z361,4.047434742915357e-07,2.985694891322055e-06,4,10,2.7545041803023196e-08
1623,latent512_k32_ablate_z361,1,z361,3.131800667688367e-07,5.71914233660209e-06,5,10,1.1253288967338904e-08
1737,latent512_k32_ablate_z361,1,z361,1.967339073871699e-07,5.008713287679711e-06,5,10,1.2650349656695425e-09
2645,latent512_k32_ablate_z361,1,z361,2.324024173105954e-08,1.3854951248504221e-06,3,10,1.176125819998819e-12
503,latent512_k32_ablate_z361,1,z361,1.0621922541531603e-07,2.9633699796249857e-06,3,10,6.642727479189148e-10
2827,latent512_k32_ablate_z361,1,z361,2.866412707192012e-08,1.44234104482166e-06,3,10,1.1806111643863915e-11
2102,latent512_k32_ablate_z361,1,z361,1.8577813065689952e-08,1.1605382042034762e-06,3,10,7.084644069316193e-12
3472,latent512_k32_ablate_z361,1,z361,4.565665889799675e-08,8.707169172339491e-07,2,10,9.323235516944806e-10
3991,latent512_k32_ablate_z361,1,z361,6.651310258121157e-08,1.5775096926518017e-06,3,10,1.3965885115041488e-09
1578,latent512_k32_ablate_z361,1,z361,2.0313241577696317e-07,4.425748556968756e-06,5,10,9.044013538073159e-09
1393,latent512_k32_ablate_z361,1,z361,4.3186437892472895e-07,9.691715604276396e-06,9,10,6.942057950709568e-08
1394,latent512_k32_ablate_z361,1,z361,3.270201887062285e-07,7.563173312519211e-06,7,10,1.212787026361184e-08
1371,latent512_k32_ablate_z361,1,z361,5.06986339132709e-07,7.305693088710541e-06,4,10,1.5708259581970196e-08
81,latent512_k32_ablate_z361,1,z361,2.1709877273679012e-07,2.5698673198348843e-06,3,10,1.0674578998504103e-09
3601,latent512_k32_ablate_z361,1,z361,1.861972975802928e-07,2.513538220227929e-06,2,10,9.84329240338866e-09
5,latent512_k32_ablate_z361,1,z361,9.616421436930978e-08,1.2699683793471195e-06,2,10,1.5120982244098968e-09
4263,latent512_k32_ablate_z361,1,z361,3.134910457447404e-06,3.917226422345266e-06,3,10,1.2335765404714039e-06
830,latent512_k32_ablate_z361,1,z361,4.700253697365042e-08,5.567250127569423e-07,3,10,2.5566979089397535e-10
4729,latent512_k32_ablate_z361,1,z361,1.6125468391692266e-06,1.071327551471768e-05,5,10,4.668268616114801e-07
2500,latent512_k32_ablate_z361,1,z361,3.317947161463053e-08,1.4667660934719606e-06,2,10,1.3097966721636878e-12
2314,latent512_k32_ablate_z361,1,z361,2.8490513059864497e-08,1.6111073364299955e-06,5,10,1.0034640219452884e-12
1746,latent512_k32_ablate_z361,1,z361,3.0342678769557097e-07,4.1434600461798254e-06,2,10,8.609786661395447e-09
4608,latent512_k32_ablate_z361,1,z361,7.469167258022935e-07,5.3085909712535795e-06,4,10,3.176661067527675e-08
325,latent512_k32_ablate_z361,1,z361,1.26095727637221e-07,3.1226040846377145e-06,4,10,1.0226319790973548e-09
3447,latent512_k32_ablate_z361,1,z361,3.3350708861235034e-08,1.00400245628407e-06,2,10,1.992351145174709e-10
482,latent512_k32_ablate_z361,1,z361,2.5421789118240667e-08,5.015708666178398e-07,1,10,4.983763401966712e-10
2170,latent512_k32_ablate_z361,1,z361,2.0607018313967274e-08,8.581920951655775e-07,3,10,1.3946177112450497e-12
3502,latent512_k32_ablate_z361,1,z361,1.3901978945796145e-07,2.08871892937168e-06,1,10,1.1498902940942912e-09
2512,latent512_k32_ablate_z361,1,z361,2.2708936953108605e-08,1.4983413620939245e-06,4,10,1.1746159600534156e-12
4109,latent512_k32_ablate_z361,1,z361,2.066424258373445e-06,1.2432132280082442e-05,4,10,2.002479249085809e-07
805,latent512_k32_ablate_z361,1,z361,3.383305013926474e-08,4.468021757020324e-07,2,10,1.003056318560347e-10
4487,latent512_k32_ablate_z361,1,z361,4.1226880966860335e-06,2.646086159074912e-06,1,10,7.918195592537813e-07
4155,latent512_k32_ablate_z361,1,z361,4.457545401237439e-06,7.489247764169704e-06,3,10,2.21080290430109e-06
4154,latent512_k32_ablate_z361,1,z361,1.4706236470374279e-05,1.2037875421810895e-05,2,10,1.7262729670619592e-05
1028,latent512_k32_ablate_z361,1,z361,7.588636918853808e-08,2.1193661723373225e-06,5,10,2.297388945748935e-09
4133,latent512_k32_ablate_z361,1,z361,9.379652397001337e-07,3.561990524758585e-06,3,10,1.0596782828997675e-07
3129,latent512_k32_ablate_z361,1,z361,4.348930104924875e-08,2.663595523699769e-06,4,10,1.985348108135554e-09
440,latent512_k32_ablate_z361,1,z361,1.1615995987312999e-07,2.5114245545410085e-06,4,10,5.11009123904671e-10
4795,latent512_k32_ablate_z361,1,z361,3.0907569907867583e-06,8.423804501944687e-06,5,10,1.773861413312261e-06
801,latent512_k32_ablate_z361,1,z361,8.683674934673036e-08,1.8046723653242225e-06,1,10,3.4665087467189437e-10
1287,latent512_k32_ablate_z361,1,z361,3.7766750438095187e-07,5.2200571190041956e-06,3,10,1.746819577874703e-09
4719,latent512_k32_ablate_z361,1,z361,3.967240445490461e-06,0.0,0,10,3.0062599876146123e-07
1621,latent512_k32_ablate_z361,1,z361,4.953736265633779e-08,2.746015468346741e-07,2,10,1.0811550543721182e-09
159,latent512_k32_ablate_z361,1,z361,1.2975182528407458e-07,2.672816208360018e-06,3,10,9.642487919236942e-10
160,latent512_k32_ablate_z361,1,z361,8.521233496594505e-08,0.0,0,10,1.4349268995239584e-10
4586,latent512_k32_ablate_z361,1,z361,3.5134009976900415e-06,2.0540487639664207e-06,2,10,1.678905334756564e-07
3487,latent512_k32_ablate_z361,1,z361,1.2609517625605804e-06,8.402314961131196e-06,2,10,3.7625139115426975e-10
714,latent512_k32_ablate_z361,1,z361,5.107908052082166e-08,6.719967018398165e-07,2,10,8.823608510510894e-11
1233,latent512_k32_ablate_z361,1,z361,1.9039620724470296e-07,4.829283170693088e-06,5,10,2.494125350693821e-09
1753,latent512_k32_ablate_z361,1,z361,1.2993584164178174e-07,3.734861877546791e-07,1,10,1.9205888435180896e-08
2237,latent512_k32_ablate_z361,1,z361,3.075859211776333e-08,1.5078403521329165e-06,3,10,1.0816237228788994e-12
4493,latent512_k32_ablate_z361,1,z361,7.544785489699279e-07,7.050794920360204e-06,4,10,2.5618703602958703e-08
667,latent512_k32_ablate_z361,1,z361,1.4341166831854935e-07,2.7599903660302516e-06,3,10,4.155117083737281e-10
1897,latent512_k32_ablate_z361,1,z361,1.4964345496082387e-07,2.6221073312626686e-06,3,10,2.8634669746452346e-08
3011,latent512_k32_ablate_z361,1,z361,1.1293639090581564e-07,3.162919256283203e-06,3,10,8.206157531276403e-09
836,latent512_k32_ablate_z361,1,z361,2.8894774573018367e-08,1.3980674111735425e-06,4,10,4.298526118384771e-11
4737,latent512_k32_ablate_z361,1,z361,1.640188770579698e-06,7.221161013148958e-06,4,10,2.2964806589698128e-07
2226,latent512_k32_ablate_z361,1,z361,3.054723407558413e-08,2.3147806587076047e-06,5,10,1.4769519158033817e-12
3651,latent512_k32_ablate_z361,1,z361,5.193268748371338e-08,1.3704460570806987e-06,3,10,6.573309119239923e-10
2377,latent512_k32_ablate_z361,1,z361,2.185304381896458e-08,1.0596722859190777e-06,2,10,1.5583978335217963e-12
